term_norm_for_refinement,refined_audit_category,refined_audit_reason,include_in_refined_semantic_review,manual_override,manual_override_note
psycho-analytical,candidate_concept,kept_for_semantic_review,True,,
psycho-analytical congress,candidate_concept,kept_for_semantic_review,True,,
psychoanalyst,candidate_concept,kept_for_semantic_review,True,,
psychoanalyst private,candidate_concept,kept_for_semantic_review,True,,
psychoanalysts,candidate_concept,kept_for_semantic_review,True,,
psychoanalytically,candidate_concept,kept_for_semantic_review,True,,
psychoanalytically informed,candidate_concept,kept_for_semantic_review,True,,
psychoanalytically oriented,candidate_concept,kept_for_semantic_review,True,,
psychodynamic,candidate_concept,kept_for_semantic_review,True,,
psychodynamic diagnostic,candidate_concept,kept_for_semantic_review,True,,
psychodynamic doctoral,candidate_concept,kept_for_semantic_review,True,,
psychological,candidate_concept,kept_for_semantic_review,True,,
psychological services,candidate_concept,kept_for_semantic_review,True,,
psychological testing,candidate_concept,kept_for_semantic_review,True,,
psychologist,candidate_concept,kept_for_semantic_review,True,,
psychologist private,candidate_concept,kept_for_semantic_review,True,,
psychologist psychoanalyst,candidate_concept,kept_for_semantic_review,True,,
psychologists,candidate_concept,kept_for_semantic_review,True,,
psychology,candidate_concept,kept_for_semantic_review,True,,
psychology harvard,candidate_concept,kept_for_semantic_review,True,,
psychology postdoctoral,candidate_concept,kept_for_semantic_review,True,,
psychology psychiatry,candidate_concept,kept_for_semantic_review,True,,
psychopathology,candidate_concept,kept_for_semantic_review,True,,
psychotherapist,candidate_concept,kept_for_semantic_review,True,,
psychotherapists,candidate_concept,kept_for_semantic_review,True,,
psychotic,candidate_concept,kept_for_semantic_review,True,,
psychotic wavelength,candidate_concept,kept_for_semantic_review,True,,
public,candidate_concept,kept_for_semantic_review,True,,
public sector,candidate_concept,kept_for_semantic_review,True,,
publication,candidate_concept,kept_for_semantic_review,True,,
publication august,candidate_concept,kept_for_semantic_review,True,,
publication december,candidate_concept,kept_for_semantic_review,True,,
publication february,candidate_concept,kept_for_semantic_review,True,,
publication january,candidate_concept,kept_for_semantic_review,True,,
publication july,candidate_concept,kept_for_semantic_review,True,,
publication march,candidate_concept,kept_for_semantic_review,True,,
publication november,candidate_concept,kept_for_semantic_review,True,,
publication october,candidate_concept,kept_for_semantic_review,True,,
publication september,candidate_concept,kept_for_semantic_review,True,,
publications received,candidate_concept,kept_for_semantic_review,True,,
publish winning,candidate_concept,kept_for_semantic_review,True,,
published,candidate_concept,kept_for_semantic_review,True,,
published online,candidate_concept,kept_for_semantic_review,True,,
published routledge,candidate_concept,kept_for_semantic_review,True,,
published submitted,candidate_concept,kept_for_semantic_review,True,,
put forward,candidate_concept,kept_for_semantic_review,True,,
quality,candidate_concept,kept_for_semantic_review,True,,
que,candidate_concept,kept_for_semantic_review,True,,
que les,candidate_concept,kept_for_semantic_review,True,,
que los,candidate_concept,kept_for_semantic_review,True,,
questo,candidate_concept,kept_for_semantic_review,True,,
qui,candidate_concept,kept_for_semantic_review,True,,
qui est,candidate_concept,kept_for_semantic_review,True,,
quinodoz chemin,candidate_concept,kept_for_semantic_review,True,,
quinodoz danielle,candidate_concept,kept_for_semantic_review,True,,
quite,candidate_concept,kept_for_semantic_review,True,,
race,candidate_concept,kept_for_semantic_review,True,,
race class,candidate_concept,kept_for_semantic_review,True,,
rachel blass,candidate_concept,kept_for_semantic_review,True,,
racial,candidate_concept,kept_for_semantic_review,True,,
racism,candidate_concept,kept_for_semantic_review,True,,
ralph greenson,candidate_concept,kept_for_semantic_review,True,,
rangell leo,candidate_concept,kept_for_semantic_review,True,,
read,candidate_concept,kept_for_semantic_review,True,,
read annual,candidate_concept,kept_for_semantic_review,True,,
read before,candidate_concept,kept_for_semantic_review,True,,
readers,candidate_concept,kept_for_semantic_review,True,,
reading,candidate_concept,kept_for_semantic_review,True,,
real,candidate_concept,kept_for_semantic_review,True,,
reality,candidate_concept,kept_for_semantic_review,True,,
reality testing,candidate_concept,kept_for_semantic_review,True,,
received publications,candidate_concept,kept_for_semantic_review,True,,
received topbotport,candidate_concept,kept_for_semantic_review,True,,
recognition,candidate_concept,kept_for_semantic_review,True,,
reference,candidate_concept,kept_for_semantic_review,True,,
reflective,candidate_concept,kept_for_semantic_review,True,,
reflective functioning,candidate_concept,kept_for_semantic_review,True,,
regarding,candidate_concept,kept_for_semantic_review,True,,
regents park,candidate_concept,kept_for_semantic_review,True,,
regression,candidate_concept,kept_for_semantic_review,True,,
regulation,candidate_concept,kept_for_semantic_review,True,,
reik theodor,candidate_concept,kept_for_semantic_review,True,,
relation,candidate_concept,kept_for_semantic_review,True,,
relation external,candidate_concept,kept_for_semantic_review,True,,
relational,candidate_concept,kept_for_semantic_review,True,,
relational perspective,candidate_concept,kept_for_semantic_review,True,,
relational perspectives,candidate_concept,kept_for_semantic_review,True,,
relational studies,candidate_concept,kept_for_semantic_review,True,,
relational study,candidate_concept,kept_for_semantic_review,True,,
relational theories,candidate_concept,kept_for_semantic_review,True,,
relational track,candidate_concept,kept_for_semantic_review,True,,
relations,candidate_concept,kept_for_semantic_review,True,,
relations perspective,candidate_concept,kept_for_semantic_review,True,,
relationship,candidate_concept,kept_for_semantic_review,True,,
relationship mother,candidate_concept,kept_for_semantic_review,True,,
relationship-contributions discussion,candidate_concept,kept_for_semantic_review,True,,
relationshipcontributions discussion,candidate_concept,kept_for_semantic_review,True,,
relationships,candidate_concept,kept_for_semantic_review,True,,
relatively,candidate_concept,kept_for_semantic_review,True,,
reliability,candidate_concept,kept_for_semantic_review,True,,
reliability validity,candidate_concept,kept_for_semantic_review,True,,
repetition compulsion,candidate_concept,kept_for_semantic_review,True,,
representational world,candidate_concept,kept_for_semantic_review,True,,
representations,candidate_concept,kept_for_semantic_review,True,,
reprints,candidate_concept,kept_for_semantic_review,True,,
reprints sent,candidate_concept,kept_for_semantic_review,True,,
requests,candidate_concept,kept_for_semantic_review,True,,
requests reprints,candidate_concept,kept_for_semantic_review,True,,
requirements essay,candidate_concept,kept_for_semantic_review,True,,
resistance,candidate_concept,kept_for_semantic_review,True,,
resolution,candidate_concept,kept_for_semantic_review,True,,
response,candidate_concept,kept_for_semantic_review,True,,
responses,candidate_concept,kept_for_semantic_review,True,,
responsibility,candidate_concept,kept_for_semantic_review,True,,
results indicate,candidate_concept,kept_for_semantic_review,True,,
results showed,candidate_concept,kept_for_semantic_review,True,,
results suggest,candidate_concept,kept_for_semantic_review,True,,
results support,candidate_concept,kept_for_semantic_review,True,,
returned advice,candidate_concept,kept_for_semantic_review,True,,
revealed,candidate_concept,kept_for_semantic_review,True,,
reviewed,candidate_concept,kept_for_semantic_review,True,,
riccardo lombardi,candidate_concept,kept_for_semantic_review,True,,
richard gottlieb,candidate_concept,kept_for_semantic_review,True,,
richard lucas,candidate_concept,kept_for_semantic_review,True,,
richmond surrey,candidate_concept,kept_for_semantic_review,True,,
rio janeiro,candidate_concept,kept_for_semantic_review,True,,
risk,candidate_concept,kept_for_semantic_review,True,,
riverside drive,candidate_concept,kept_for_semantic_review,True,,
riviere joan,candidate_concept,kept_for_semantic_review,True,,
rizzolo gregory,candidate_concept,kept_for_semantic_review,True,,
robert bornstein,candidate_concept,kept_for_semantic_review,True,,
robert emde,candidate_concept,kept_for_semantic_review,True,,
robert stolorow,candidate_concept,kept_for_semantic_review,True,,
robert wallerstein,candidate_concept,kept_for_semantic_review,True,,
role played,candidate_concept,kept_for_semantic_review,True,,
rome,candidate_concept,kept_for_semantic_review,True,,
rome italy,candidate_concept,kept_for_semantic_review,True,,
ronald naso,candidate_concept,kept_for_semantic_review,True,,
room,candidate_concept,kept_for_semantic_review,True,,
roose,candidate_concept,kept_for_semantic_review,True,,
roose steven,candidate_concept,kept_for_semantic_review,True,,
rorschach,candidate_concept,kept_for_semantic_review,True,,
rorschach protocols,candidate_concept,kept_for_semantic_review,True,,
rosemary balsam,candidate_concept,kept_for_semantic_review,True,,
roslyn estates,candidate_concept,kept_for_semantic_review,True,,
routledge,candidate_concept,kept_for_semantic_review,True,,
routledge correspondence,candidate_concept,kept_for_semantic_review,True,,
roy schafer,candidate_concept,kept_for_semantic_review,True,,
royal psychiatrists,candidate_concept,kept_for_semantic_review,True,,
rua,candidate_concept,kept_for_semantic_review,True,,
rudolf ekstein,candidate_concept,kept_for_semantic_review,True,,
rudolph loewenstein,candidate_concept,kept_for_semantic_review,True,,
rue,candidate_concept,kept_for_semantic_review,True,,
runners-up app,candidate_concept,kept_for_semantic_review,True,,
said,candidate_concept,kept_for_semantic_review,True,,
sarah ackerman,candidate_concept,kept_for_semantic_review,True,,
say,candidate_concept,kept_for_semantic_review,True,,
scale,candidate_concept,kept_for_semantic_review,True,,
schizophrenic,candidate_concept,kept_for_semantic_review,True,,
schmideberg melitta,candidate_concept,kept_for_semantic_review,True,,
schwartz cooney,candidate_concept,kept_for_semantic_review,True,,
science,candidate_concept,kept_for_semantic_review,True,,
science psycho-analysis,candidate_concept,kept_for_semantic_review,True,,
sciences,candidate_concept,kept_for_semantic_review,True,,
scientific,candidate_concept,kept_for_semantic_review,True,,
searl searl,candidate_concept,kept_for_semantic_review,True,,
secretary copies,candidate_concept,kept_for_semantic_review,True,,
secretary psycho-analysis,candidate_concept,kept_for_semantic_review,True,,
sector,candidate_concept,kept_for_semantic_review,True,,
sector expect,candidate_concept,kept_for_semantic_review,True,,
see,candidate_concept,kept_for_semantic_review,True,,
seem,candidate_concept,kept_for_semantic_review,True,,
seems,candidate_concept,kept_for_semantic_review,True,,
self,candidate_concept,kept_for_semantic_review,True,,
self object,candidate_concept,kept_for_semantic_review,True,,
self objects,candidate_concept,kept_for_semantic_review,True,,
self psychological,candidate_concept,kept_for_semantic_review,True,,
self psychology,candidate_concept,kept_for_semantic_review,True,,
self-esteem,candidate_concept,kept_for_semantic_review,True,,
self-object differentiation,candidate_concept,kept_for_semantic_review,True,,
self-report,candidate_concept,kept_for_semantic_review,True,,
selfand object,candidate_concept,kept_for_semantic_review,True,,
sense,candidate_concept,kept_for_semantic_review,True,,
sense guilt,candidate_concept,kept_for_semantic_review,True,,
sense self,candidate_concept,kept_for_semantic_review,True,,
sent,candidate_concept,kept_for_semantic_review,True,,
sent hon,candidate_concept,kept_for_semantic_review,True,,
separate,candidate_concept,kept_for_semantic_review,True,,
separation anxiety,candidate_concept,kept_for_semantic_review,True,,
separation-individuation,candidate_concept,kept_for_semantic_review,True,,
series routledge,candidate_concept,kept_for_semantic_review,True,,
serves,candidate_concept,kept_for_semantic_review,True,,
service,candidate_concept,kept_for_semantic_review,True,,
service nhs,candidate_concept,kept_for_semantic_review,True,,
service now,candidate_concept,kept_for_semantic_review,True,,
services,candidate_concept,kept_for_semantic_review,True,,
setting,candidate_concept,kept_for_semantic_review,True,,
settings,candidate_concept,kept_for_semantic_review,True,,
severe,candidate_concept,kept_for_semantic_review,True,,
severe mental,candidate_concept,kept_for_semantic_review,True,,
severe personality,candidate_concept,kept_for_semantic_review,True,,
sex differences,candidate_concept,kept_for_semantic_review,True,,
sexual,candidate_concept,kept_for_semantic_review,True,,
sexual abuse,candidate_concept,kept_for_semantic_review,True,,
sexual act,candidate_concept,kept_for_semantic_review,True,,
sexual boundary,candidate_concept,kept_for_semantic_review,True,,
sexual intercourse,candidate_concept,kept_for_semantic_review,True,,
sexual life,candidate_concept,kept_for_semantic_review,True,,
sexuality,candidate_concept,kept_for_semantic_review,True,,
shall,candidate_concept,kept_for_semantic_review,True,,
shall attempt,candidate_concept,kept_for_semantic_review,True,,
shall try,candidate_concept,kept_for_semantic_review,True,,
shame,candidate_concept,kept_for_semantic_review,True,,
shapiro,candidate_concept,kept_for_semantic_review,True,,
shared,candidate_concept,kept_for_semantic_review,True,,
show,candidate_concept,kept_for_semantic_review,True,,
showed,candidate_concept,kept_for_semantic_review,True,,
shows,candidate_concept,kept_for_semantic_review,True,,
sich,candidate_concept,kept_for_semantic_review,True,,
sidney blatt,candidate_concept,kept_for_semantic_review,True,,
sigmund freud,candidate_concept,kept_for_semantic_review,True,,
sign,candidate_concept,kept_for_semantic_review,True,,
sign apa,candidate_concept,kept_for_semantic_review,True,,
sign notify,candidate_concept,kept_for_semantic_review,True,,
significance,candidate_concept,kept_for_semantic_review,True,,
significantly,candidate_concept,kept_for_semantic_review,True,,
silverman,candidate_concept,kept_for_semantic_review,True,,
since,candidate_concept,kept_for_semantic_review,True,,
situation,candidate_concept,kept_for_semantic_review,True,,
situations,candidate_concept,kept_for_semantic_review,True,,
smith,candidate_concept,kept_for_semantic_review,True,,
smith hammond,candidate_concept,kept_for_semantic_review,True,,
smith henry,candidate_concept,kept_for_semantic_review,True,,
sobre,candidate_concept,kept_for_semantic_review,True,,
social,candidate_concept,kept_for_semantic_review,True,,
social cognition,candidate_concept,kept_for_semantic_review,True,,
social psychology,candidate_concept,kept_for_semantic_review,True,,
somatic symptoms,candidate_concept,kept_for_semantic_review,True,,
something,candidate_concept,kept_for_semantic_review,True,,
son,candidate_concept,kept_for_semantic_review,True,,
sostiene que,candidate_concept,kept_for_semantic_review,True,,
sotiris zalidis,candidate_concept,kept_for_semantic_review,True,,
space,candidate_concept,kept_for_semantic_review,True,,
specialist,candidate_concept,kept_for_semantic_review,True,,
specifically,candidate_concept,kept_for_semantic_review,True,,
splitting,candidate_concept,kept_for_semantic_review,True,,
spring meeting,candidate_concept,kept_for_semantic_review,True,,
staff,candidate_concept,kept_for_semantic_review,True,,
stage,candidate_concept,kept_for_semantic_review,True,,
stage enter,candidate_concept,kept_for_semantic_review,True,,
stage winner,candidate_concept,kept_for_semantic_review,True,,
standard edition,candidate_concept,kept_for_semantic_review,True,,
stanley,candidate_concept,kept_for_semantic_review,True,,
stanley coen,candidate_concept,kept_for_semantic_review,True,,
starting point,candidate_concept,kept_for_semantic_review,True,,
states,candidate_concept,kept_for_semantic_review,True,,
states mind,candidate_concept,kept_for_semantic_review,True,,
statistical manual,candidate_concept,kept_for_semantic_review,True,,
stephen hartman,candidate_concept,kept_for_semantic_review,True,,
stephen mitchell,candidate_concept,kept_for_semantic_review,True,,
stephen seligman,candidate_concept,kept_for_semantic_review,True,,
steven,candidate_concept,kept_for_semantic_review,True,,
steven cooper,candidate_concept,kept_for_semantic_review,True,,
steven knoblauch,candidate_concept,kept_for_semantic_review,True,,
steven levy,candidate_concept,kept_for_semantic_review,True,,
steven roose,candidate_concept,kept_for_semantic_review,True,,
stockholm sweden,candidate_concept,kept_for_semantic_review,True,,
story,candidate_concept,kept_for_semantic_review,True,,
structural,candidate_concept,kept_for_semantic_review,True,,
structural change,candidate_concept,kept_for_semantic_review,True,,
structure,candidate_concept,kept_for_semantic_review,True,,
structure formation,candidate_concept,kept_for_semantic_review,True,,
stuart,candidate_concept,kept_for_semantic_review,True,,
stuart hauser,candidate_concept,kept_for_semantic_review,True,,
stuart pizer,candidate_concept,kept_for_semantic_review,True,,
study-prize evidence-based,candidate_concept,kept_for_semantic_review,True,,
style,candidate_concept,kept_for_semantic_review,True,,
subject matter,candidate_concept,kept_for_semantic_review,True,,
subjectivity,candidate_concept,kept_for_semantic_review,True,,
submissions proposals,candidate_concept,kept_for_semantic_review,True,,
submitted,candidate_concept,kept_for_semantic_review,True,,
submitted april,candidate_concept,kept_for_semantic_review,True,,
submitted before,candidate_concept,kept_for_semantic_review,True,,
submitted december,candidate_concept,kept_for_semantic_review,True,,
submitted january,candidate_concept,kept_for_semantic_review,True,,
submitted june,candidate_concept,kept_for_semantic_review,True,,
submitted march,candidate_concept,kept_for_semantic_review,True,,
submitted november,candidate_concept,kept_for_semantic_review,True,,
submitted october,candidate_concept,kept_for_semantic_review,True,,
submitted publication,candidate_concept,kept_for_semantic_review,True,,
submitted september,candidate_concept,kept_for_semantic_review,True,,
submitted theme,candidate_concept,kept_for_semantic_review,True,,
sue grand,candidate_concept,kept_for_semantic_review,True,,
suffering,candidate_concept,kept_for_semantic_review,True,,
suggest,candidate_concept,kept_for_semantic_review,True,,
suicide,candidate_concept,kept_for_semantic_review,True,,
superego,candidate_concept,kept_for_semantic_review,True,,
supervising,candidate_concept,kept_for_semantic_review,True,,
supervising columbia,candidate_concept,kept_for_semantic_review,True,,
supervising northern,candidate_concept,kept_for_semantic_review,True,,
supervising william,candidate_concept,kept_for_semantic_review,True,,
supervision,candidate_concept,kept_for_semantic_review,True,,
supervisor,candidate_concept,kept_for_semantic_review,True,,
supervisor postdoctoral,candidate_concept,kept_for_semantic_review,True,,
support,candidate_concept,kept_for_semantic_review,True,,
surgeons,candidate_concept,kept_for_semantic_review,True,,
surrey,candidate_concept,kept_for_semantic_review,True,,
survey,candidate_concept,kept_for_semantic_review,True,,
sylvan keiser,candidate_concept,kept_for_semantic_review,True,,
symptom formation,candidate_concept,kept_for_semantic_review,True,,
symptoms,candidate_concept,kept_for_semantic_review,True,,
system,candidate_concept,kept_for_semantic_review,True,,
systemic racism,candidate_concept,kept_for_semantic_review,True,,
t-online final,candidate_concept,kept_for_semantic_review,True,,
take account,candidate_concept,kept_for_semantic_review,True,,
talking cure,candidate_concept,kept_for_semantic_review,True,,
task,candidate_concept,kept_for_semantic_review,True,,
tavi-port nhs,candidate_concept,kept_for_semantic_review,True,,
tavistock,candidate_concept,kept_for_semantic_review,True,,
tavistock portman,candidate_concept,kept_for_semantic_review,True,,
teaches,candidate_concept,kept_for_semantic_review,True,,
team,candidate_concept,kept_for_semantic_review,True,,
technical,candidate_concept,kept_for_semantic_review,True,,
technique,candidate_concept,kept_for_semantic_review,True,,
technique psycho-analysis,candidate_concept,kept_for_semantic_review,True,,
tel aviv,candidate_concept,kept_for_semantic_review,True,,
term,candidate_concept,kept_for_semantic_review,True,,
terminable interminable,candidate_concept,kept_for_semantic_review,True,,
termination,candidate_concept,kept_for_semantic_review,True,,
terms,candidate_concept,kept_for_semantic_review,True,,
test,candidate_concept,kept_for_semantic_review,True,,
testing,candidate_concept,kept_for_semantic_review,True,,
tests,candidate_concept,kept_for_semantic_review,True,,
text,candidate_concept,kept_for_semantic_review,True,,
thematic apperception,candidate_concept,kept_for_semantic_review,True,,
theme application,candidate_concept,kept_for_semantic_review,True,,
themes,candidate_concept,kept_for_semantic_review,True,,
themes emerged,candidate_concept,kept_for_semantic_review,True,,
theodor reik,candidate_concept,kept_for_semantic_review,True,,
theodore,candidate_concept,kept_for_semantic_review,True,,
theodore jacobs,candidate_concept,kept_for_semantic_review,True,,
theodore shapiro,candidate_concept,kept_for_semantic_review,True,,
theories,candidate_concept,kept_for_semantic_review,True,,
theorists,candidate_concept,kept_for_semantic_review,True,,
therapeutic,candidate_concept,kept_for_semantic_review,True,,
therapeutic action,candidate_concept,kept_for_semantic_review,True,,
therapeutic alliance,candidate_concept,kept_for_semantic_review,True,,
therapeutic change,candidate_concept,kept_for_semantic_review,True,,
therapeutic community,candidate_concept,kept_for_semantic_review,True,,
therapeutic reaction,candidate_concept,kept_for_semantic_review,True,,
therapeutic relationship,candidate_concept,kept_for_semantic_review,True,,
therapist's,candidate_concept,kept_for_semantic_review,True,,
therapist's pregnancy,candidate_concept,kept_for_semantic_review,True,,
think,candidate_concept,kept_for_semantic_review,True,,
thinking,candidate_concept,kept_for_semantic_review,True,,
thinking public,candidate_concept,kept_for_semantic_review,True,,
thomas ogden,candidate_concept,kept_for_semantic_review,True,,
though,candidate_concept,kept_for_semantic_review,True,,
thought,candidate_concept,kept_for_semantic_review,True,,
thoughts,candidate_concept,kept_for_semantic_review,True,,
throughout life,candidate_concept,kept_for_semantic_review,True,,
throw light,candidate_concept,kept_for_semantic_review,True,,
tica,candidate_concept,kept_for_semantic_review,True,,
today,candidate_concept,kept_for_semantic_review,True,,
too,candidate_concept,kept_for_semantic_review,True,,
took place,candidate_concept,kept_for_semantic_review,True,,
topeka kansas,candidate_concept,kept_for_semantic_review,True,,
tra,candidate_concept,kept_for_semantic_review,True,,
trainees,candidate_concept,kept_for_semantic_review,True,,
trainees enter,candidate_concept,kept_for_semantic_review,True,,
training,candidate_concept,kept_for_semantic_review,True,,
training supervising,candidate_concept,kept_for_semantic_review,True,,
transference,candidate_concept,kept_for_semantic_review,True,,
transference countertransference,candidate_concept,kept_for_semantic_review,True,,
transference interpretation,candidate_concept,kept_for_semantic_review,True,,
transference neurosis,candidate_concept,kept_for_semantic_review,True,,
transference phenomena,candidate_concept,kept_for_semantic_review,True,,
transference resistance,candidate_concept,kept_for_semantic_review,True,,
transference situation,candidate_concept,kept_for_semantic_review,True,,
transference-countertransference,candidate_concept,kept_for_semantic_review,True,,
transferences,candidate_concept,kept_for_semantic_review,True,,
transitional object,candidate_concept,kept_for_semantic_review,True,,
trauma,candidate_concept,kept_for_semantic_review,True,,
traumatic,candidate_concept,kept_for_semantic_review,True,,
tre,candidate_concept,kept_for_semantic_review,True,,
trust,candidate_concept,kept_for_semantic_review,True,,
trust app,candidate_concept,kept_for_semantic_review,True,,
trust members,candidate_concept,kept_for_semantic_review,True,,
trustees prize,candidate_concept,kept_for_semantic_review,True,,
truth,candidate_concept,kept_for_semantic_review,True,,
two-person,candidate_concept,kept_for_semantic_review,True,,
type,candidate_concept,kept_for_semantic_review,True,,
types,candidate_concept,kept_for_semantic_review,True,,
tyson phyllis,candidate_concept,kept_for_semantic_review,True,,
ucl rachel,candidate_concept,kept_for_semantic_review,True,,
una serie,candidate_concept,kept_for_semantic_review,True,,
unconscious,candidate_concept,kept_for_semantic_review,True,,
unconscious fantasies,candidate_concept,kept_for_semantic_review,True,,
unconscious fantasy,candidate_concept,kept_for_semantic_review,True,,
unconscious phantasies,candidate_concept,kept_for_semantic_review,True,,
unconscious phantasy,candidate_concept,kept_for_semantic_review,True,,
understood,candidate_concept,kept_for_semantic_review,True,,
union circle,candidate_concept,kept_for_semantic_review,True,,
united,candidate_concept,kept_for_semantic_review,True,,
united kingdom,candidate_concept,kept_for_semantic_review,True,,
united states,candidate_concept,kept_for_semantic_review,True,,
universities press,candidate_concept,kept_for_semantic_review,True,,
untranslated freud,candidate_concept,kept_for_semantic_review,True,,
uses,candidate_concept,kept_for_semantic_review,True,,
validity,candidate_concept,kept_for_semantic_review,True,,
van der,candidate_concept,kept_for_semantic_review,True,,
variables,candidate_concept,kept_for_semantic_review,True,,
variety,candidate_concept,kept_for_semantic_review,True,,
version,candidate_concept,kept_for_semantic_review,True,,
version accepted,candidate_concept,kept_for_semantic_review,True,,
version presented,candidate_concept,kept_for_semantic_review,True,,
very beginning,candidate_concept,kept_for_semantic_review,True,,
very early,candidate_concept,kept_for_semantic_review,True,,
very little,candidate_concept,kept_for_semantic_review,True,,
very often,candidate_concept,kept_for_semantic_review,True,,
via,candidate_concept,kept_for_semantic_review,True,,
via degli,candidate_concept,kept_for_semantic_review,True,,
via entry,candidate_concept,kept_for_semantic_review,True,,
via membership,candidate_concept,kept_for_semantic_review,True,,
vicissitudes,candidate_concept,kept_for_semantic_review,True,,
victim,candidate_concept,kept_for_semantic_review,True,,
victor rosen,candidate_concept,kept_for_semantic_review,True,,
vienna,candidate_concept,kept_for_semantic_review,True,,
vienna psycho-analytical,candidate_concept,kept_for_semantic_review,True,,
vienna sigmund,candidate_concept,kept_for_semantic_review,True,,
viewed,candidate_concept,kept_for_semantic_review,True,,
vignettes,candidate_concept,kept_for_semantic_review,True,,
violence,candidate_concept,kept_for_semantic_review,True,,
vittorio lingiardi,candidate_concept,kept_for_semantic_review,True,,
vol,candidate_concept,kept_for_semantic_review,True,,
vol iii,candidate_concept,kept_for_semantic_review,True,,
von,candidate_concept,kept_for_semantic_review,True,,
von der,candidate_concept,kept_for_semantic_review,True,,
vulnerability,candidate_concept,kept_for_semantic_review,True,,
wallerstein robert,candidate_concept,kept_for_semantic_review,True,,
want encourage,candidate_concept,kept_for_semantic_review,True,,
war,candidate_concept,kept_for_semantic_review,True,,
ward,candidate_concept,kept_for_semantic_review,True,,
warren poland,candidate_concept,kept_for_semantic_review,True,,
way thinking,candidate_concept,kept_for_semantic_review,True,,
weill cornell,candidate_concept,kept_for_semantic_review,True,,
weiss heinz,candidate_concept,kept_for_semantic_review,True,,
well known,candidate_concept,kept_for_semantic_review,True,,
werden,candidate_concept,kept_for_semantic_review,True,,
white,candidate_concept,kept_for_semantic_review,True,,
white adjunct,candidate_concept,kept_for_semantic_review,True,,
white plains,candidate_concept,kept_for_semantic_review,True,,
whole,candidate_concept,kept_for_semantic_review,True,,
whom,candidate_concept,kept_for_semantic_review,True,,
wie,candidate_concept,kept_for_semantic_review,True,,
william alanson,candidate_concept,kept_for_semantic_review,True,,
wilma bucci,candidate_concept,kept_for_semantic_review,True,,
wilson,candidate_concept,kept_for_semantic_review,True,,
wilson mitchell,candidate_concept,kept_for_semantic_review,True,,
winner ensure,candidate_concept,kept_for_semantic_review,True,,
winners announced,candidate_concept,kept_for_semantic_review,True,,
winnicott's collected,candidate_concept,kept_for_semantic_review,True,,
winning runners-up,candidate_concept,kept_for_semantic_review,True,,
winter meeting,candidate_concept,kept_for_semantic_review,True,,
wird,candidate_concept,kept_for_semantic_review,True,,
wish,candidate_concept,kept_for_semantic_review,True,,
wish enter,candidate_concept,kept_for_semantic_review,True,,
wished competition,candidate_concept,kept_for_semantic_review,True,,
wishes,candidate_concept,kept_for_semantic_review,True,,
wolf man,candidate_concept,kept_for_semantic_review,True,,
women,candidate_concept,kept_for_semantic_review,True,,
woodford bridge,candidate_concept,kept_for_semantic_review,True,,
words,candidate_concept,kept_for_semantic_review,True,,
world,candidate_concept,kept_for_semantic_review,True,,
world war,candidate_concept,kept_for_semantic_review,True,,
write,candidate_concept,kept_for_semantic_review,True,,
writing,candidate_concept,kept_for_semantic_review,True,,
writing book,candidate_concept,kept_for_semantic_review,True,,
yale,candidate_concept,kept_for_semantic_review,True,,
year-old,candidate_concept,kept_for_semantic_review,True,,
year-old girl,candidate_concept,kept_for_semantic_review,True,,
young,candidate_concept,kept_for_semantic_review,True,,
young adults,candidate_concept,kept_for_semantic_review,True,,
young children,candidate_concept,kept_for_semantic_review,True,,
young man,candidate_concept,kept_for_semantic_review,True,,
young people,candidate_concept,kept_for_semantic_review,True,,
zeitschrift psychoanalyse,candidate_concept,kept_for_semantic_review,True,,
zvi lothane,candidate_concept,kept_for_semantic_review,True,,
argued,generic_academic_language,generic_academic_rule,False,,
argues,generic_academic_language,generic_academic_rule,False,,
articles,generic_academic_language,generic_academic_rule,False,,
author,generic_academic_language,generic_academic_rule,False,,
authors,generic_academic_language,generic_academic_rule,False,,
based,generic_academic_language,generic_academic_rule,False,,
based read,generic_academic_language,generic_academic_rule,False,,
book,generic_academic_language,generic_academic_rule,False,,
book series,generic_academic_language,generic_academic_rule,False,,
books,generic_academic_language,generic_academic_rule,False,,
conclusions,generic_academic_language,generic_academic_rule,False,,
considered,generic_academic_language,generic_academic_rule,False,,
considers,generic_academic_language,generic_academic_rule,False,,
described,generic_academic_language,generic_academic_rule,False,,
describes,generic_academic_language,generic_academic_rule,False,,
discuss,generic_academic_language,generic_academic_rule,False,,
discussed,generic_academic_language,generic_academic_rule,False,,
discusses,generic_academic_language,generic_academic_rule,False,,
discussion,generic_academic_language,generic_academic_rule,False,,
discussion discussion,generic_academic_language,generic_academic_rule,False,,
discussion parent-infant,generic_academic_language,generic_academic_rule,False,,
empirical,generic_academic_language,generic_academic_rule,False,,
examined,generic_academic_language,generic_academic_rule,False,,
examines,generic_academic_language,generic_academic_rule,False,,
example,generic_academic_language,generic_academic_rule,False,,
examples,generic_academic_language,generic_academic_rule,False,,
explored,generic_academic_language,generic_academic_rule,False,,
explores,generic_academic_language,generic_academic_rule,False,,
interview,generic_academic_language,generic_academic_rule,False,,
interviews,generic_academic_language,generic_academic_rule,False,,
introduction,generic_academic_language,generic_academic_rule,False,,
introduction introduction,generic_academic_language,generic_academic_rule,False,,
present,generic_academic_language,generic_academic_rule,False,,
